,period,stateId,producertypeid,energysourceid,capability,capability-units
585,1996,TX,TOT,WND,34,megawatts
586,1996,TX,TOT,SOL,0,megawatts
587,1996,TX,TOT,PET,297,megawatts
588,1996,TX,TOT,OOG,170,megawatts
589,1996,TX,TOT,OBM,17,megawatts
590,1996,TX,TOT,OT,352,megawatts
591,1996,TX,TOT,NUC,4932,megawatts
592,1996,TX,TOT,NG,46993,megawatts
593,1996,TX,TOT,HYC,685,megawatts
594,1996,TX,TOT,COL,19739,megawatts
595,1996,TX,IPP,ALL,8593,megawatts
596,1996,TX,IPP,WOO,144,megawatts
597,1996,TX,IPP,WND,34,megawatts
598,1996,TX,IPP,PET,249,megawatts
599,1996,TX,IPP,OOG,170,megawatts
600,1996,TX,IPP,OBM,17,megawatts
601,1996,TX,IPP,OT,70,megawatts
602,1996,TX,IPP,NG,7570,megawatts
603,1996,TX,IPP,HYC,2,megawatts
604,1996,TX,IPP,COL,340,megawatts
605,1996,TX,EU,ALL,64768,megawatts
606,1996,TX,EU,SOL,0,megawatts
607,1996,TX,EU,PET,48,megawatts
608,1996,TX,EU,OT,282,megawatts
609,1996,TX,EU,NUC,4932,megawatts
610,1996,TX,EU,NG,39423,megawatts
611,1996,TX,EU,HYC,683,megawatts
612,1996,TX,EU,COL,19399,megawatts
613,1995,TX,TOT,ALL,72664,megawatts
614,1995,TX,TOT,WOO,183,megawatts
615,1995,TX,TOT,SOL,0,megawatts
616,1995,TX,TOT,PET,290,megawatts
617,1995,TX,TOT,OOG,163,megawatts
618,1995,TX,TOT,OBM,16,megawatts
619,1995,TX,TOT,OT,70,megawatts
620,1995,TX,TOT,NUC,4802,megawatts
621,1995,TX,TOT,NG,46723,megawatts
622,1995,TX,TOT,HYC,680,megawatts
623,1995,TX,TOT,COL,19737,megawatts
624,1995,TX,IPP,ALL,8239,megawatts
625,1995,TX,IPP,WOO,183,megawatts
626,1995,TX,IPP,PET,241,megawatts
627,1995,TX,IPP,OOG,163,megawatts
628,1995,TX,IPP,OBM,16,megawatts
629,1995,TX,IPP,OT,70,megawatts
630,1995,TX,IPP,NG,7228,megawatts
631,1995,TX,IPP,COL,338,megawatts
632,1995,TX,EU,ALL,64425,megawatts
633,1995,TX,EU,SOL,0,megawatts
634,1995,TX,EU,PET,49,megawatts
635,1995,TX,EU,NUC,4802,megawatts
636,1995,TX,EU,NG,39495,megawatts
637,1995,TX,EU,HYC,680,megawatts
638,1995,TX,EU,COL,19399,megawatts
639,1994,TX,TOT,ALL,71507,megawatts
640,1994,TX,TOT,WOO,194,megawatts
641,1994,TX,TOT,SOL,0,megawatts
642,1994,TX,TOT,PET,283,megawatts
643,1994,TX,TOT,OOG,163,megawatts
644,1994,TX,TOT,OBM,11,megawatts
645,1994,TX,TOT,OT,70,megawatts
646,1994,TX,TOT,NUC,4782,megawatts
647,1994,TX,TOT,NG,45668,megawatts
648,1994,TX,TOT,HYC,654,megawatts
649,1994,TX,TOT,COL,19683,megawatts
650,1994,TX,IPP,ALL,8156,megawatts
651,1994,TX,IPP,WOO,194,megawatts
652,1994,TX,IPP,PET,241,megawatts
653,1994,TX,IPP,OOG,163,megawatts
654,1994,TX,IPP,OBM,11,megawatts
655,1994,TX,IPP,OT,70,megawatts
656,1994,TX,IPP,NG,7139,megawatts
657,1994,TX,IPP,COL,338,megawatts
658,1994,TX,EU,ALL,63351,megawatts
659,1994,TX,EU,SOL,0,megawatts
660,1994,TX,EU,PET,41,megawatts
661,1994,TX,EU,NUC,4782,megawatts
662,1994,TX,EU,NG,38529,megawatts
663,1994,TX,EU,HYC,654,megawatts
664,1994,TX,EU,COL,19345,megawatts
665,1993,TX,TOT,ALL,70792,megawatts
666,1993,TX,TOT,WOO,207,megawatts
667,1993,TX,TOT,SOL,0,megawatts
668,1993,TX,TOT,PET,295,megawatts
669,1993,TX,TOT,OOG,131,megawatts
670,1993,TX,TOT,OBM,11,megawatts
671,1993,TX,TOT,OT,70,megawatts
672,1993,TX,TOT,NUC,4782,megawatts
673,1993,TX,TOT,NG,44971,megawatts
674,1993,TX,TOT,HYC,652,megawatts
675,1993,TX,TOT,COL,19673,megawatts
676,1993,TX,IPP,ALL,7578,megawatts
677,1993,TX,IPP,WOO,207,megawatts
678,1993,TX,IPP,PET,254,megawatts
679,1993,TX,IPP,OOG,131,megawatts
680,1993,TX,IPP,OBM,11,megawatts
681,1993,TX,IPP,OT,70,megawatts
682,1993,TX,IPP,NG,6568,megawatts
683,1993,TX,IPP,COL,338,megawatts
684,1993,TX,EU,ALL,63214,megawatts
685,1993,TX,EU,SOL,0,megawatts
686,1993,TX,EU,PET,41,megawatts
687,1993,TX,EU,NUC,4782,megawatts
688,1993,TX,EU,NG,38403,megawatts
689,1993,TX,EU,HYC,652,megawatts
690,1993,TX,EU,COL,19335,megawatts
691,1992,TX,TOT,ALL,70448,megawatts
692,1992,TX,TOT,WOO,192,megawatts
693,1992,TX,TOT,SOL,0,megawatts
694,1992,TX,TOT,PET,298,megawatts
695,1992,TX,TOT,OOG,156,megawatts
696,1992,TX,TOT,OBM,11,megawatts
697,1992,TX,TOT,OT,248,megawatts
698,1992,TX,TOT,NUC,4782,megawatts
699,1992,TX,TOT,NG,44438,megawatts
700,1992,TX,TOT,HYC,651,megawatts
701,1992,TX,TOT,COL,19673,megawatts
702,1992,TX,IPP,ALL,7236,megawatts
703,1992,TX,IPP,WOO,192,megawatts
704,1992,TX,IPP,PET,256,megawatts
705,1992,TX,IPP,OOG,156,megawatts
706,1992,TX,IPP,OBM,11,megawatts
707,1992,TX,IPP,OT,70,megawatts
708,1992,TX,IPP,NG,6214,megawatts
709,1992,TX,IPP,COL,338,megawatts
710,1992,TX,EU,ALL,63213,megawatts
711,1992,TX,EU,SOL,0,megawatts
712,1992,TX,EU,PET,41,megawatts
713,1992,TX,EU,OT,178,megawatts
714,1992,TX,EU,NUC,4782,megawatts
715,1992,TX,EU,NG,38225,megawatts
716,1992,TX,EU,HYC,651,megawatts
717,1992,TX,EU,COL,19335,megawatts
718,1991,TX,TOT,ALL,68514,megawatts
719,1991,TX,TOT,WOO,144,megawatts
720,1991,TX,TOT,SOL,0,megawatts
721,1991,TX,TOT,PET,334,megawatts
722,1991,TX,TOT,OOG,194,megawatts
723,1991,TX,TOT,OBM,10,megawatts
724,1991,TX,TOT,OT,248,megawatts
725,1991,TX,TOT,NUC,3650,megawatts
726,1991,TX,TOT,NG,44180,megawatts
727,1991,TX,TOT,HYC,640,megawatts
728,1991,TX,TOT,COL,19114,megawatts
729,1991,TX,IPP,OT,70,megawatts
730,1991,TX,IPP,NG,6063,megawatts
731,1991,TX,IPP,COL,338,megawatts
732,1991,TX,IPP,ALL,7094,megawatts
733,1991,TX,IPP,OBM,10,megawatts
734,1991,TX,IPP,OOG,194,megawatts
735,1991,TX,IPP,PET,275,megawatts
736,1991,TX,IPP,WOO,144,megawatts
737,1991,TX,EU,ALL,61420,megawatts
738,1991,TX,EU,SOL,0,megawatts
739,1991,TX,EU,PET,59,megawatts
740,1991,TX,EU,OT,178,megawatts
741,1991,TX,EU,NUC,3650,megawatts
742,1991,TX,EU,NG,38117,megawatts
743,1991,TX,EU,HYC,640,megawatts
744,1991,TX,EU,COL,18776,megawatts
745,1990,TX,TOT,ALL,68383,megawatts
746,1990,TX,TOT,WOO,132,megawatts
747,1990,TX,TOT,SOL,0,megawatts
748,1990,TX,TOT,PET,314,megawatts
749,1990,TX,TOT,OOG,252,megawatts
750,1990,TX,TOT,OBM,10,megawatts
751,1990,TX,TOT,OT,373,megawatts
752,1990,TX,TOT,NUC,3651,megawatts
753,1990,TX,TOT,NG,44084,megawatts
754,1990,TX,TOT,HYC,640,megawatts
755,1990,TX,TOT,COL,18928,megawatts
756,1990,TX,IPP,ALL,7122,megawatts
757,1990,TX,IPP,WOO,132,megawatts
758,1990,TX,IPP,PET,258,megawatts
759,1990,TX,IPP,OOG,252,megawatts
760,1990,TX,IPP,OBM,10,megawatts
761,1990,TX,IPP,OT,70,megawatts
762,1990,TX,IPP,NG,6064,megawatts
763,1990,TX,IPP,COL,338,megawatts
764,1990,TX,EU,ALL,61261,megawatts
765,1990,TX,EU,COL,18590,megawatts
766,1990,TX,EU,HYC,640,megawatts
767,1990,TX,EU,NG,38020,megawatts
768,1990,TX,EU,NUC,3651,megawatts
769,1990,TX,EU,OT,303,megawatts
770,1990,TX,EU,PET,56,megawatts
771,1990,TX,EU,SOL,0,megawatts
